WKT,PIXEL,X,Y
"POLYGON ((-79.863706199365 40.3532052544115,-79.8639879647189 40.3622086863533,-79.8522179297651 40.3624236506894,-79.8519377320056 40.3534201903825,-79.863706199365 40.3532052544115))",158148,-79.85796,40.35781
"POLYGON ((-79.8519377320056 40.3534201903825,-79.8522179297651 40.3624236506894,-79.8404478201123 40.3626374150447,-79.8401691899768 40.3536339265308,-79.8519377320056 40.3534201903825))",159148,-79.84619,40.35803
"POLYGON ((-79.8401691899768 40.3536339265308,-79.8404478201123 40.3626374150447,-79.8286776361778 40.3628499794078,-79.8284005736962 40.3538464628453,-79.8401691899768 40.3536339265308))",160148,-79.83442,40.35824
"POLYGON ((-79.8284005736962 40.3538464628453,-79.8286776361778 40.3628499794078,-79.8169073783791 40.3630613437674,-79.8166318835809 40.3540577993145,-79.8284005736962 40.3538464628453))",161148,-79.82265,40.35845
"POLYGON ((-79.8166318835809 40.3540577993145,-79.8169073783791 40.3630613437674,-79.8051370471337 40.3632715081124,-79.8048631200482 40.3542679359274,-79.8166318835809 40.3540577993145))",162148,-79.81088,40.35866
"POLYGON ((-79.8048631200482 40.3542679359274,-79.8051370471337 40.3632715081124,-79.7933666428592 40.3634804724317,-79.7930942835155 40.354476872673,-79.8048631200482 40.3542679359274))",163148,-79.79912,40.35887
"POLYGON ((-79.7930942835155 40.354476872673,-79.7933666428592 40.3634804724317,-79.7815961659729 40.3636882367143,-79.7813253744002 40.3546846095401,-79.7930942835155 40.354476872673))",164148,-79.78735,40.35908
"POLYGON ((-79.7813253744002 40.3546846095401,-79.7815961659729 40.3636882367143,-79.7698256168925 40.3638948009493,-79.7695563931196 40.3548911465179,-79.7813253744002 40.3546846095401))",165148,-79.77558,40.35929
"POLYGON ((-79.7695563931196 40.3548911465179,-79.7698256168925 40.3638948009493,-79.7580549960355 40.3641001651256,-79.7577873400911 40.3550964835954,-79.7695563931196 40.3548911465179))",166148,-79.76381,40.35950
"POLYGON ((-79.7577873400911 40.3550964835954,-79.7580549960355 40.3641001651256,-79.7462843038195 40.3643043292325,-79.746018215732 40.3553006207617,-79.7577873400911 40.3550964835954))",167148,-79.75204,40.35970
"POLYGON ((-79.746018215732 40.3553006207617,-79.7462843038195 40.3643043292325,-79.7345135406619 40.3645072932592,-79.7342490204598 40.3555035580062,-79.746018215732 40.3553006207617))",168148,-79.74027,40.35990
"POLYGON ((-79.7342490204598 40.3555035580062,-79.7345135406619 40.3645072932592,-79.7227427069805 40.3647090571951,-79.7224797546919 40.3557052953181,-79.7342490204598 40.3555035580062))",169148,-79.72850,40.36011
"POLYGON ((-79.7224797546919 40.3557052953181,-79.7227427069805 40.3647090571951,-79.7109718031928 40.3649096210293,-79.7107104188457 40.3559058326867,-79.7224797546919 40.3557052953181))",170148,-79.71673,40.36031
"POLYGON ((-79.7107104188457 40.3559058326867,-79.7109718031928 40.3649096210293,-79.6992008297164 40.3651089847515,-79.6989410133387 40.3561051701015,-79.7107104188457 40.3559058326867))",171148,-79.70496,40.36051
"POLYGON ((-79.6989410133387 40.3561051701015,-79.6992008297164 40.3651089847515,-79.687429786969 40.3653071483509,-79.6871715385884 40.3563033075519,-79.6989410133387 40.3561051701015))",172148,-79.69319,40.36071
"POLYGON ((-79.6871715385884 40.3563033075519,-79.687429786969 40.3653071483509,-79.6756586753682 40.3655041118172,-79.6754019950122 40.3565002450276,-79.6871715385884 40.3563033075519))",173148,-79.68142,40.36090
"POLYGON ((-80.2163947390286 40.3371967964611,-80.2167234299068 40.3461993162805,-80.2049573965786 40.3464502413726,-80.2046302719049 40.3374476884431,-80.2163947390286 40.3371967964611))",128149,-80.21068,40.34182
"POLYGON ((-80.2046302719049 40.3374476884431,-80.2049573965786 40.3464502413726,-80.1931912760706 40.3466999670098,-80.1928657176362 40.3376973811285,-80.2046302719049 40.3374476884431))",129149,-80.19891,40.34207
"POLYGON ((-80.1928657176362 40.3376973811285,-80.1931912760706 40.3466999670098,-80.1814250687993 40.346948493179,-80.181101076639 40.3379458745041,-80.1928657176362 40.3376973811285))",130149,-80.18715,40.34232
"POLYGON ((-80.181101076639 40.3379458745041,-80.1814250687993 40.346948493179,-80.1696587751817 40.347195819867,-80.1693363493299 40.3381931685567,-80.181101076639 40.3379458745041))",131149,-80.17538,40.34257
"POLYGON ((-80.1693363493299 40.3381931685567,-80.1696587751817 40.347195819867,-80.1578923956345 40.3474419470608,-80.1575715361255 40.3384392632733,-80.1693363493299 40.3381931685567))",132149,-80.16361,40.34282
"POLYGON ((-80.1575715361255 40.3384392632733,-80.1578923956345 40.3474419470608,-80.1461259305747 40.3476868747474,-80.1458066374426 40.3386841586408,-80.1575715361255 40.3384392632733))",133149,-80.15185,40.34306
"POLYGON ((-80.1458066374426 40.3386841586408,-80.1461259305747 40.3476868747474,-80.1343593804188 40.3479306029139,-80.1340416536978 40.3389278546466,-80.1458066374426 40.3386841586408))",134149,-80.14008,40.34331
"POLYGON ((-80.1340416536978 40.3389278546466,-80.1343593804188 40.3479306029139,-80.122592745584 40.3481731315474,-80.1222765853078 40.3391703512775,-80.1340416536978 40.3389278546466))",135149,-80.12832,40.34355
"POLYGON ((-80.1222765853078 40.3391703512775,-80.122592745584 40.3481731315474,-80.110826026487 40.3484144606351,-80.1105114326893 40.3394116485208,-80.1222765853078 40.3391703512775))",136149,-80.11655,40.34379
"POLYGON ((-80.1105114326893 40.3394116485208,-80.110826026487 40.3484144606351,-80.0990592235447 40.3486545901643,-80.098746196259 40.3396517463639,-80.1105114326893 40.3394116485208))",137149,-80.10479,40.34403
"POLYGON ((-80.098746196259 40.3396517463639,-80.0990592235447 40.3486545901643,-80.0872923371741 40.3488935201224,-80.0869808764337 40.339890644794,-80.098746196259 40.3396517463639))",138149,-80.09302,40.34427
"POLYGON ((-80.0869808764337 40.339890644794,-80.0872923371741 40.3488935201224,-80.075525367792 40.3491312504966,-80.0752154736301 40.3401283437986,-80.0869808764337 40.339890644794))",139149,-80.08125,40.34451
"POLYGON ((-80.0752154736301 40.3401283437986,-80.075525367792 40.3491312504966,-80.0637583158155 40.3493677812745,-80.063449988265 40.340364843365,-80.0752154736301 40.3401283437986))",140149,-80.06949,40.34475
"POLYGON ((-80.063449988265 40.340364843365,-80.0637583158155 40.3493677812745,-80.0519911816614 40.3496031124436,-80.0516844207553 40.3406001434809,-80.063449988265 40.340364843365))",141149,-80.05772,40.34498
"POLYGON ((-80.0516844207553 40.3406001434809,-80.0519911816614 40.3496031124436,-80.0402239657468 40.3498372439915,-80.0399187715177 40.3408342441337,-80.0516844207553 40.3406001434809))",142149,-80.04595,40.34522
"POLYGON ((-80.0399187715177 40.3408342441337,-80.0402239657468 40.3498372439915,-80.0284566684887 40.3500701759058,-80.028153040969 40.3410671453112,-80.0399187715177 40.3408342441337))",143149,-80.03419,40.34545
"POLYGON ((-80.028153040969 40.3410671453112,-80.0284566684887 40.3500701759058,-80.016689290304 40.3503019081742,-80.0163872295262 40.3412988470011,-80.028153040969 40.3410671453112))",144149,-80.02242,40.34568
"POLYGON ((-80.0163872295262 40.3412988470011,-80.016689290304 40.3503019081742,-80.0049218316099 40.3505324407845,-80.0046213376061 40.3415293491911,-80.0163872295262 40.3412988470011))",145149,-80.01065,40.34592
"POLYGON ((-80.0046213376061 40.3415293491911,-80.0049218316099 40.3505324407845,-79.9931542928234 40.3507617737245,-79.9928553656256 40.3417586518691,-80.0046213376061 40.3415293491911))",146149,-79.99889,40.34615
"POLYGON ((-79.9928553656256 40.3417586518691,-79.9931542928234 40.3507617737245,-79.9813866743615 40.3509899069822,-79.9810893140015 40.341986755023,-79.9928553656256 40.3417586518691))",147149,-79.98712,40.34637
"POLYGON ((-79.9810893140015 40.341986755023,-79.9813866743615 40.3509899069822,-79.9696189766413 40.3512168405455,-79.9693231831508 40.3422136586407,-79.9810893140015 40.341986755023))",148149,-79.97535,40.34660
"POLYGON ((-79.9693231831508 40.3422136586407,-79.9696189766413 40.3512168405455,-79.95785120008 40.3514425744024,-79.9575569734905 40.3424393627102,-79.9693231831508 40.3422136586407))",149149,-79.96359,40.34683
"POLYGON ((-79.9575569734905 40.3424393627102,-79.95785120008 40.3514425744024,-79.9460833450946 40.351667108541,-79.9457906854374 40.3426638672197,-79.9575569734905 40.3424393627102))",150149,-79.95182,40.34705
"POLYGON ((-79.9457906854374 40.3426638672197,-79.9460833450946 40.351667108541,-79.9343154121023 40.3518904429494,-79.9340243194086 40.3428871721574,-79.9457906854374 40.3426638672197))",151149,-79.94005,40.34728
"POLYGON ((-79.9340243194086 40.3428871721574,-79.9343154121023 40.3518904429494,-79.9225474015202 40.3521125776159,-79.9222578758211 40.3431092775113,-79.9340243194086 40.3428871721574))",152149,-79.92829,40.34750
"POLYGON ((-79.9222578758211 40.3431092775113,-79.9225474015202 40.3521125776159,-79.9107793137656 40.3523335125288,-79.9104913550918 40.3433301832699,-79.9222578758211 40.3431092775113))",153149,-79.91652,40.34772
"POLYGON ((-79.9104913550918 40.3433301832699,-79.9107793137656 40.3523335125288,-79.8990111492555 40.3525532476763,-79.8987247576377 40.3435498894214,-79.9104913550918 40.3433301832699))",154149,-79.90475,40.34794
"POLYGON ((-79.8987247576377 40.3435498894214,-79.8990111492555 40.3525532476763,-79.8872429084073 40.352771783047,-79.886958083876 40.3437683959543,-79.8987247576377 40.3435498894214))",155149,-79.89298,40.34816
"POLYGON ((-79.886958083876 40.3437683959543,-79.8872429084073 40.352771783047,-79.875474591638 40.3529891186292,-79.8751913342236 40.343985702857,-79.886958083876 40.3437683959543))",156149,-79.88122,40.34838
"POLYGON ((-79.8751913342236 40.343985702857,-79.875474591638 40.3529891186292,-79.863706199365 40.3532052544115,-79.8634245090976 40.344201810118,-79.8751913342236 40.343985702857))",157149,-79.86945,40.34860
"POLYGON ((-79.8634245090976 40.344201810118,-79.863706199365 40.3532052544115,-79.8519377320056 40.3534201903825,-79.8516576089152 40.3444167177261,-79.8634245090976 40.344201810118))",158149,-79.85768,40.34881
"POLYGON ((-79.8516576089152 40.3444167177261,-79.8519377320056 40.3534201903825,-79.8401691899768 40.3536339265308,-79.8398906340933 40.3446304256697,-79.8516576089152 40.3444167177261))",159149,-79.84591,40.34903
"POLYGON ((-79.8398906340933 40.3446304256697,-79.8401691899768 40.3536339265308,-79.8284005736962 40.3538464628453,-79.8281235850492 40.3448429339377,-79.8398906340933 40.3446304256697))",160149,-79.83415,40.34924
"POLYGON ((-79.8281235850492 40.3448429339377,-79.8284005736962 40.3538464628453,-79.8166318835809 40.3540577993145,-79.8163564621999 40.3450542425188,-79.8281235850492 40.3448429339377))",161149,-79.82238,40.34945
"POLYGON ((-79.8163564621999 40.3450542425188,-79.8166318835809 40.3540577993145,-79.8048631200482 40.3542679359274,-79.8045892659627 40.3452643514019,-79.8163564621999 40.3450542425188))",162149,-79.81061,40.34966
"POLYGON ((-79.8045892659627 40.3452643514019,-79.8048631200482 40.3542679359274,-79.7930942835155 40.354476872673,-79.7928219967546 40.3454732605759,-79.8045892659627 40.3452643514019))",163149,-79.79884,40.34987
"POLYGON ((-79.7928219967546 40.3454732605759,-79.7930942835155 40.354476872673,-79.7813253744002 40.3546846095401,-79.7810546549928 40.3456809700298,-79.7928219967546 40.3454732605759))",164149,-79.78707,40.35008
"POLYGON ((-79.7810546549928 40.3456809700298,-79.7813253744002 40.3546846095401,-79.7695563931196 40.3548911465179,-79.7692872410946 40.3458874797525,-79.7810546549928 40.3456809700298))",165149,-79.77531,40.35029
"POLYGON ((-79.7692872410946 40.3458874797525,-79.7695563931196 40.3548911465179,-79.7577873400911 40.3550964835954,-79.7575197554771 40.3460927897333,-79.7692872410946 40.3458874797525))",166149,-79.76354,40.35049
"POLYGON ((-79.7575197554771 40.3460927897333,-79.7577873400911 40.3550964835954,-79.746018215732 40.3553006207617,-79.7457521985576 40.3462968999613,-79.7575197554771 40.3460927897333))",167149,-79.75177,40.35070
"POLYGON ((-79.7457521985576 40.3462968999613,-79.746018215732 40.3553006207617,-79.7342490204598 40.3555035580062,-79.7339845707533 40.3464998104256,-79.7457521985576 40.3462968999613))",168149,-79.74000,40.35090
"POLYGON ((-79.7339845707533 40.3464998104256,-79.7342490204598 40.3555035580062,-79.7224797546919 40.3557052953181,-79.7222168724815 40.3467015211157,-79.7339845707533 40.3464998104256))",169149,-79.72823,40.35110
"POLYGON ((-79.7222168724815 40.3467015211157,-79.7224797546919 40.3557052953181,-79.7107104188457 40.3559058326867,-79.7104491041595 40.3469020320208,-79.7222168724815 40.3467015211157))",170149,-79.71646,40.35130
"POLYGON ((-79.7104491041595 40.3469020320208,-79.7107104188457 40.3559058326867,-79.6989410133387 40.3561051701015,-79.6986812662044 40.3471013431303,-79.7104491041595 40.3469020320208))",171149,-79.70470,40.35150
"POLYGON ((-79.6986812662044 40.3471013431303,-79.6989410133387 40.3561051701015,-79.6871715385884 40.3563033075519,-79.6869133590337 40.3472994544339,-79.6986812662044 40.3471013431303))",172149,-79.69293,40.35170
"POLYGON ((-80.216066135712 40.3281942644382,-80.2163947390286 40.3371967964611,-80.2046302719049 40.3374476884431,-80.2043032343763 40.328445123313,-80.216066135712 40.3281942644382))",128150,-80.21035,40.33282
"POLYGON ((-80.2043032343763 40.328445123313,-80.2046302719049 40.3374476884431,-80.1928657176362 40.3376973811285,-80.1925402459303 40.3286947830492,-80.2043032343763 40.328445123313))",129150,-80.19858,40.33307
"POLYGON ((-80.1925402459303 40.3286947830492,-80.1928657176362 40.3376973811285,-80.181101076639 40.3379458745041,-80.1807771707905 40.3289432436337,-80.1925402459303 40.3286947830492))",130150,-80.18682,40.33332
"POLYGON ((-80.1807771707905 40.3289432436337,-80.181101076639 40.3379458745041,-80.1693363493299 40.3381931685567,-80.1690140093732 40.3291905050535,-80.1807771707905 40.3289432436337))",131150,-80.17506,40.33357
"POLYGON ((-80.1690140093732 40.3291905050535,-80.1693363493299 40.3381931685567,-80.1575715361255 40.3384392632733,-80.1572507620951 40.3294365672955,-80.1690140093732 40.3291905050535))",132150,-80.16329,40.33382
"POLYGON ((-80.1572507620951 40.3294365672955,-80.1575715361255 40.3384392632733,-80.1458066374426 40.3386841586408,-80.1454874293725 40.3296814303466,-80.1572507620951 40.3294365672955))",133150,-80.15153,40.33406
"POLYGON ((-80.1454874293725 40.3296814303466,-80.1458066374426 40.3386841586408,-80.1340416536978 40.3389278546466,-80.133724011622 40.3299250941941,-80.1454874293725 40.3296814303466))",134150,-80.13976,40.33430
"POLYGON ((-80.133724011622 40.3299250941941,-80.1340416536978 40.3389278546466,-80.1222765853078 40.3391703512775,-80.1219605092601 40.330167558825,-80.133724011622 40.3299250941941))",135150,-80.12800,40.33455
"POLYGON ((-80.1219605092601 40.330167558825,-80.1222765853078 40.3391703512775,-80.1105114326893 40.3394116485208,-80.1101969227034 40.3304088242266,-80.1219605092601 40.330167558825))",136150,-80.11624,40.33479
"POLYGON ((-80.1101969227034 40.3304088242266,-80.1105114326893 40.3394116485208,-80.098746196259 40.3396517463639,-80.0984332523683 40.330648890386,-80.1101969227034 40.3304088242266))",137150,-80.10447,40.33503
"POLYGON ((-80.0984332523683 40.330648890386,-80.098746196259 40.3396517463639,-80.0869808764337 40.339890644794,-80.0866694986716 40.3308877572907,-80.0984332523683 40.330648890386))",138150,-80.09271,40.33527
"POLYGON ((-80.0866694986716 40.3308877572907,-80.0869808764337 40.339890644794,-80.0752154736301 40.3401283437986,-80.0749056620297 40.331125424928,-80.0866694986716 40.3308877572907))",139150,-80.08094,40.33551
"POLYGON ((-80.0749056620297 40.331125424928,-80.0752154736301 40.3401283437986,-80.063449988265 40.340364843365,-80.0631417428593 40.3313618932855,-80.0749056620297 40.331125424928))",140150,-80.06918,40.33575
"POLYGON ((-80.0631417428593 40.3313618932855,-80.063449988265 40.340364843365,-80.0516844207553 40.3406001434809,-80.0513777415771 40.3315971623506,-80.0631417428593 40.3313618932855))",141150,-80.05741,40.33598
"POLYGON ((-80.0513777415771 40.3315971623506,-80.0516844207553 40.3406001434809,-80.0399187715177 40.3408342441337,-80.0396136585996 40.3318312321109,-80.0513777415771 40.3315971623506))",142150,-80.04565,40.33622
"POLYGON ((-80.0396136585996 40.3318312321109,-80.0399187715177 40.3408342441337,-80.028153040969 40.3410671453112,-80.0278494943436 40.3320641025541,-80.0396136585996 40.3318312321109))",143150,-80.03388,40.33645
"POLYGON ((-80.0278494943436 40.3320641025541,-80.028153040969 40.3410671453112,-80.0163872295262 40.3412988470011,-80.0160852492258 40.3322957736679,-80.0278494943436 40.3320641025541))",144150,-80.02212,40.33668
"POLYGON ((-80.0160852492258 40.3322957736679,-80.0163872295262 40.3412988470011,-80.0046213376061 40.3415293491911,-80.0043209236627 40.33252624544,-80.0160852492258 40.3322957736679))",145150,-80.01035,40.33691
"POLYGON ((-80.0043209236627 40.33252624544,-80.0046213376061 40.3415293491911,-79.9928553656256 40.3417586518691,-79.9925565180713 40.3327555178583,-80.0043209236627 40.33252624544))",146150,-79.99859,40.33714
"POLYGON ((-79.9925565180713 40.3327555178583,-79.9928553656256 40.3417586518691,-79.9810893140015 40.341986755023,-79.9807920328681 40.3329835909108,-79.9925565180713 40.3327555178583))",147150,-79.98682,40.33737
