WKT,PIXEL,X,Y
"POLYGON ((-80.3392094420578 40.4696532099331,-80.3395551733357 40.4786551798283,-80.327766496938 40.4789186194395,-80.3274223377731 40.4699166148111,-80.3392094420578 40.4696532099331))",118134,-80.33349,40.47429
"POLYGON ((-80.3274223377731 40.4699166148111,-80.327766496938 40.4789186194395,-80.315977728644 40.4791808573571,-80.3156351416289 40.4701788181537,-80.3274223377731 40.4699166148111))",119134,-80.32170,40.47455
"POLYGON ((-80.3156351416289 40.4701788181537,-80.315977728644 40.4791808573571,-80.3041888688729 40.4794418935672,-80.3038478540442 40.4704398199472,-80.3156351416289 40.4701788181537))",120134,-80.30991,40.47481
"POLYGON ((-80.3038478540442 40.4704398199472,-80.3041888688729 40.4794418935672,-80.2923999180438 40.479701728056,-80.2920604754378 40.4706996201778,-80.3038478540442 40.4704398199472))",121134,-80.29812,40.47507
"POLYGON ((-80.2920604754378 40.4706996201778,-80.2923999180438 40.479701728056,-80.2806108765757 40.4799603608099,-80.2802730062288 40.4709582188317,-80.2920604754378 40.4706996201778))",122134,-80.28634,40.47533
"POLYGON ((-80.2802730062288 40.4709582188317,-80.2806108765757 40.4799603608099,-80.2688217448879 40.480217791815,-80.2684854468362 40.4712156158954,-80.2802730062288 40.4709582188317))",123134,-80.27455,40.47559
"POLYGON ((-80.2684854468362 40.4712156158954,-80.2688217448879 40.480217791815,-80.2570325233994 40.4804740210579,-80.2566977976788 40.4714718113551,-80.2684854468362 40.4712156158954))",124134,-80.26276,40.47584
"POLYGON ((-80.2566977976788 40.4714718113551,-80.2570325233994 40.4804740210579,-80.2452432125294 40.4807290485249,-80.2449100591758 40.4717268051974,-80.2566977976788 40.4714718113551))",125134,-80.25097,40.47610
"POLYGON ((-80.2449100591758 40.4717268051974,-80.2452432125294 40.4807290485249,-80.2334538126972 40.4809828742027,-80.2331222317461 40.4719805974088,-80.2449100591758 40.4717268051974))",126134,-80.23918,40.47635
"POLYGON ((-80.2331222317461 40.4719805974088,-80.2334538126972 40.4809828742027,-80.2216643243219 40.4812354980777,-80.2213343158088 40.4722331879758,-80.2331222317461 40.4719805974088))",127134,-80.22739,40.47661
"POLYGON ((-80.2213343158088 40.4722331879758,-80.2216643243219 40.4812354980777,-80.2098747478228 40.4814869201368,-80.209546311783 40.4724845768853,-80.2213343158088 40.4722331879758))",128134,-80.21560,40.47686
"POLYGON ((-80.209546311783 40.4724845768853,-80.2098747478228 40.4814869201368,-80.1980850836192 40.4817371403665,-80.1977582200876 40.4727347641237,-80.209546311783 40.4724845768853))",129134,-80.20382,40.47711
"POLYGON ((-80.1977582200876 40.4727347641237,-80.1980850836192 40.4817371403665,-80.1862953321302 40.4819861587537,-80.185970041142 40.4729837496781,-80.1977582200876 40.4727347641237))",130134,-80.19203,40.47736
"POLYGON ((-80.185970041142 40.4729837496781,-80.1862953321302 40.4819861587537,-80.1745054937753 40.4822339752852,-80.1741817753651 40.4732315335351,-80.185970041142 40.4729837496781))",131134,-80.18024,40.47761
"POLYGON ((-80.1741817753651 40.4732315335351,-80.1745054937753 40.4822339752852,-80.1627155689736 40.4824805899479,-80.1623934231761 40.4734781156817,-80.1741817753651 40.4732315335351))",132134,-80.16845,40.47786
"POLYGON ((-80.1623934231761 40.4734781156817,-80.1627155689736 40.4824805899479,-80.1509255581446 40.4827260027288,-80.1506049849942 40.473723496105,-80.1623934231761 40.4734781156817))",133134,-80.15666,40.47810
"POLYGON ((-80.1506049849942 40.473723496105,-80.1509255581446 40.4827260027288,-80.1391354617075 40.482970213615,-80.1388164612384 40.4739676747919,-80.1506049849942 40.473723496105))",134134,-80.14487,40.47835
"POLYGON ((-80.1388164612384 40.4739676747919,-80.1391354617075 40.482970213615,-80.1273452800817 40.4832132225934,-80.1270278523282 40.4742106517294,-80.1388164612384 40.4739676747919))",135134,-80.13308,40.47859
"POLYGON ((-80.1270278523282 40.4742106517294,-80.1273452800817 40.4832132225934,-80.1155550136867 40.4834550296513,-80.1152391586826 40.4744524269049,-80.1270278523282 40.4742106517294))",136134,-80.12129,40.47883
"POLYGON ((-80.1152391586826 40.4744524269049,-80.1155550136867 40.4834550296513,-80.1037646629417 40.483695634776,-80.1034503807208 40.4746930003055,-80.1152391586826 40.4744524269049))",137134,-80.10950,40.47907
"POLYGON ((-80.1034503807208 40.4746930003055,-80.1037646629417 40.483695634776,-80.0919742282663 40.4839350379546,-80.0916615188622 40.4749323719185,-80.1034503807208 40.4746930003055))",138134,-80.09771,40.47931
"POLYGON ((-80.0916615188622 40.4749323719185,-80.0919742282663 40.4839350379546,-80.0801837100799 40.4841732391747,-80.0798725735259 40.4751705417312,-80.0916615188622 40.4749323719185))",139134,-80.08592,40.47955
"POLYGON ((-80.0798725735259 40.4751705417312,-80.0801837100799 40.4841732391747,-80.0683931088019 40.4844102384234,-80.0680835451314 40.4754075097312,-80.0798725735259 40.4751705417312))",140134,-80.07413,40.47979
"POLYGON ((-80.0680835451314 40.4754075097312,-80.0683931088019 40.4844102384234,-80.0566024248517 40.4846460356884,-80.0562944340978 40.4756432759058,-80.0680835451314 40.4754075097312))",141134,-80.06234,40.48003
"POLYGON ((-80.0562944340978 40.4756432759058,-80.0566024248517 40.4846460356884,-80.0448116586489 40.4848806309572,-80.0445052408445 40.4758778402426,-80.0562944340978 40.4756432759058))",142134,-80.05055,40.48026
"POLYGON ((-80.0445052408445 40.4758778402426,-80.0448116586489 40.4848806309572,-80.033020810613 40.4851140242175,-80.0327159657909 40.4761112027292,-80.0445052408445 40.4758778402426))",143134,-80.03876,40.48050
"POLYGON ((-80.0327159657909 40.4761112027292,-80.033020810613 40.4851140242175,-80.0212298811635 40.4853462154567,-80.0209266093563 40.4763433633534,-80.0327159657909 40.4761112027292))",144134,-80.02697,40.48073
"POLYGON ((-80.0209266093563 40.4763433633534,-80.0212298811635 40.4853462154567,-80.00943887072 40.4855772046628,-80.00913717196 40.4765743221027,-80.0209266093563 40.4763433633534))",145134,-80.01518,40.48096
"POLYGON ((-80.00913717196 40.4765743221027,-80.00943887072 40.4855772046628,-79.9976477797019 40.4858069918235,-79.9973476540215 40.4768040789651,-80.00913717196 40.4765743221027))",146134,-80.00339,40.48119
"POLYGON ((-79.9973476540215 40.4768040789651,-79.9976477797019 40.4858069918235,-79.9858566085289 40.4860355769266,-79.9855580559601 40.4770326339284,-79.9973476540215 40.4768040789651))",147134,-79.99160,40.48142
"POLYGON ((-79.9855580559601 40.4770326339284,-79.9858566085289 40.4860355769266,-79.9740653576206 40.4862629599601,-79.9737683781953 40.4772599869805,-79.9855580559601 40.4770326339284))",148134,-79.97981,40.48165
"POLYGON ((-79.9737683781953 40.4772599869805,-79.9740653576206 40.4862629599601,-79.9622740273965 40.4864891409119,-79.9619786211466 40.4774861381094,-79.9737683781953 40.4772599869805))",149134,-79.96802,40.48187
"POLYGON ((-79.9619786211466 40.4774861381094,-79.9622740273965 40.4864891409119,-79.9504826182764 40.4867141197702,-79.9501887852334 40.4777110873031,-79.9619786211466 40.4774861381094))",150134,-79.95623,40.48210
"POLYGON ((-79.9501887852334 40.4777110873031,-79.9504826182764 40.4867141197702,-79.9386911306798 40.486937896523,-79.9383988708751 40.4779348345498,-79.9501887852334 40.4777110873031))",151134,-79.94444,40.48232
"POLYGON ((-79.9383988708751 40.4779348345498,-79.9386911306798 40.486937896523,-79.9268995650264 40.4871604711585,-79.9266088784912 40.4781573798376,-79.9383988708751 40.4779348345498))",152134,-79.93265,40.48255
"POLYGON ((-79.9266088784912 40.4781573798376,-79.9268995650264 40.4871604711585,-79.9151079217359 40.4873818436649,-79.9148188085014 40.4783787231549,-79.9266088784912 40.4781573798376))",153134,-79.92086,40.48277
"POLYGON ((-79.9148188085014 40.4783787231549,-79.9151079217359 40.4873818436649,-79.9033162012279 40.4876020140306,-79.903028661325 40.4785988644899,-79.9148188085014 40.4783787231549))",154134,-79.90907,40.48299
"POLYGON ((-79.903028661325 40.4785988644899,-79.9033162012279 40.4876020140306,-79.8915244039222 40.487820982244,-79.8912384373816 40.4788178038309,-79.903028661325 40.4785988644899))",155134,-79.89728,40.48321
"POLYGON ((-79.8912384373816 40.4788178038309,-79.8915244039222 40.487820982244,-79.8797325302386 40.4880387482933,-79.8794481370909 40.4790355411664,-79.8912384373816 40.4788178038309))",156134,-79.88549,40.48343
"POLYGON ((-79.8794481370909 40.4790355411664,-79.8797325302386 40.4880387482933,-79.8679405805967 40.4882553121673,-79.8676577608723 40.4792520764849,-79.8794481370909 40.4790355411664))",157134,-79.87369,40.48365
"POLYGON ((-79.8676577608723 40.4792520764849,-79.8679405805967 40.4882553121673,-79.8561485554163 40.4884706738543,-79.8558673091455 40.479467409775,-79.8676577608723 40.4792520764849))",158134,-79.86190,40.48386
"POLYGON ((-79.8558673091455 40.479467409775,-79.8561485554163 40.4884706738543,-79.8443564551171 40.488684833343,-79.84407678233 40.4796815410253,-79.8558673091455 40.479467409775))",159134,-79.85011,40.48408
"POLYGON ((-79.84407678233 40.4796815410253,-79.8443564551171 40.488684833343,-79.8325642801191 40.4888977906221,-79.8322861808455 40.4798944702245,-79.84407678233 40.4796815410253))",160134,-79.83832,40.48429
"POLYGON ((-79.8322861808455 40.4798944702245,-79.8325642801191 40.4888977906221,-79.8207720308419 40.4891095456804,-79.8204955051116 40.4801061973612,-79.8322861808455 40.4798944702245))",161134,-79.82653,40.48450
"POLYGON ((-79.8204955051116 40.4801061973612,-79.8207720308419 40.4891095456804,-79.8089797077055 40.4893200985067,-79.808704755548 40.4803167224244,-79.8204955051116 40.4801061973612))",162134,-79.81474,40.48471
"POLYGON ((-79.808704755548 40.4803167224244,-79.8089797077055 40.4893200985067,-79.7971873111296 40.4895294490897,-79.7969139325744 40.4805260454029,-79.808704755548 40.4803167224244))",163134,-79.80295,40.48492
"POLYGON ((-79.7969139325744 40.4805260454029,-79.7971873111296 40.4895294490897,-79.785394841534 40.4897375974186,-79.7851230366104 40.4807341662857,-79.7969139325744 40.4805260454029))",164134,-79.79115,40.48513
"POLYGON ((-79.7851230366104 40.4807341662857,-79.785394841534 40.4897375974186,-79.7736022993388 40.4899445434823,-79.7733320680757 40.4809410850617,-79.7851230366104 40.4807341662857))",165134,-79.77936,40.48534
"POLYGON ((-79.7733320680757 40.4809410850617,-79.7736022993388 40.4899445434823,-79.7618096849637 40.4901502872697,-79.7615410273901 40.4811468017201,-79.7733320680757 40.4809410850617))",166134,-79.76757,40.48555
"POLYGON ((-79.7615410273901 40.4811468017201,-79.7618096849637 40.4901502872697,-79.7500169988287 40.4903548287702,-79.7497499149733 40.4813513162499,-79.7615410273901 40.4811468017201))",167134,-79.75578,40.48575
"POLYGON ((-79.7497499149733 40.4813513162499,-79.7500169988287 40.4903548287702,-79.7382242413536 40.4905581679728,-79.737958731245 40.4815546286403,-79.7497499149733 40.4813513162499))",168134,-79.74399,40.48595
"POLYGON ((-79.737958731245 40.4815546286403,-79.7382242413536 40.4905581679728,-79.7264314129584 40.4907603048669,-79.726167476625 40.4817567388807,-79.737958731245 40.4815546286403))",169134,-79.73220,40.48616
"POLYGON ((-79.726167476625 40.4817567388807,-79.7264314129584 40.4907603048669,-79.7146385140631 40.4909612394417,-79.7143761515331 40.4819576469603,-79.726167476625 40.4817567388807))",170134,-79.72040,40.48636
"POLYGON ((-79.7143761515331 40.4819576469603,-79.7146385140631 40.4909612394417,-79.7028455450876 40.4911609716866,-79.702584756389 40.4821573528685,-79.7143761515331 40.4819576469603))",171134,-79.70861,40.48656
"POLYGON ((-79.702584756389 40.4821573528685,-79.7028455450876 40.4911609716866,-79.6910525064518 40.4913595015911,-79.6907932916127 40.4823558565948,-79.702584756389 40.4821573528685))",172134,-79.69682,40.48676
"POLYGON ((-79.6907932916127 40.4823558565948,-79.6910525064518 40.4913595015911,-79.6792593985759 40.4915568291447,-79.6790017576238 40.4825531581286,-79.6907932916127 40.4823558565948))",173134,-79.68503,40.48696
"POLYGON ((-80.3742198457072 40.4598539059086,-80.3745701995666 40.468855786227,-80.3627833733735 40.4691227956271,-80.3624345910968 40.4601208801032,-80.3742198457072 40.4598539059086))",115135,-80.36850,40.46449
"POLYGON ((-80.3624345910968 40.4601208801032,-80.3627833733735 40.4691227956271,-80.3509964540643 40.4693886035338,-80.3506492434076 40.4603866529627,-80.3624345910968 40.4601208801032))",116135,-80.35672,40.46475
"POLYGON ((-80.3506492434076 40.4603866529627,-80.3509964540643 40.4693886035338,-80.3392094420578 40.4696532099331,-80.3388638030583 40.4606512244731,-80.3506492434076 40.4603866529627))",117135,-80.34493,40.46502
"POLYGON ((-80.3388638030583 40.4606512244731,-80.3392094420578 40.4696532099331,-80.3274223377731 40.4699166148111,-80.3270782704677 40.4609145946205,-80.3388638030583 40.4606512244731))",118135,-80.33314,40.46528
"POLYGON ((-80.3270782704677 40.4609145946205,-80.3274223377731 40.4699166148111,-80.3156351416289 40.4701788181537,-80.3152926460543 40.461176763391,-80.3270782704677 40.4609145946205))",119135,-80.32136,40.46555
"POLYGON ((-80.3152926460543 40.461176763391,-80.3156351416289 40.4701788181537,-80.3038478540442 40.4704398199472,-80.303506930237 40.4614377307706,-80.3152926460543 40.461176763391))",120135,-80.30957,40.46581
"POLYGON ((-80.303506930237 40.4614377307706,-80.3038478540442 40.4704398199472,-80.2920604754378 40.4706996201778,-80.2917211234345 40.4616974967457,-80.303506930237 40.4614377307706))",121135,-80.29778,40.46607
"POLYGON ((-80.2917211234345 40.4616974967457,-80.2920604754378 40.4706996201778,-80.2802730062288 40.4709582188317,-80.2799352260656 40.4619560613025,-80.2917211234345 40.4616974967457))",122135,-80.28600,40.46633
"POLYGON ((-80.2799352260656 40.4619560613025,-80.2802730062288 40.4709582188317,-80.2684854468362 40.4712156158954,-80.2681492385492 40.4622134244273,-80.2799352260656 40.4619560613025))",123135,-80.27421,40.46659
"POLYGON ((-80.2681492385492 40.4622134244273,-80.2684854468362 40.4712156158954,-80.2566977976788 40.4714718113551,-80.256363161304 40.4624695861066,-80.2681492385492 40.4622134244273))",124135,-80.26242,40.46684
"POLYGON ((-80.256363161304 40.4624695861066,-80.2566977976788 40.4714718113551,-80.2449100591758 40.4717268051974,-80.2445769947488 40.4627245463268,-80.256363161304 40.4624695861066))",125135,-80.25064,40.46710
"POLYGON ((-80.2445769947488 40.4627245463268,-80.2449100591758 40.4717268051974,-80.2331222317461 40.4719805974088,-80.2327907393026 40.4629783050745,-80.2445769947488 40.4627245463268))",126135,-80.23885,40.46735
"POLYGON ((-80.2327907393026 40.4629783050745,-80.2331222317461 40.4719805974088,-80.2213343158088 40.4722331879758,-80.2210043953843 40.4632308623362,-80.2327907393026 40.4629783050745))",127135,-80.22706,40.46761
"POLYGON ((-80.2210043953843 40.4632308623362,-80.2213343158088 40.4722331879758,-80.209546311783 40.4724845768853,-80.2092179634126 40.4634822180986,-80.2210043953843 40.4632308623362))",128135,-80.21528,40.46786
"POLYGON ((-80.2092179634126 40.4634822180986,-80.209546311783 40.4724845768853,-80.1977582200876 40.4727347641237,-80.1974314438065 40.4637323723485,-80.2092179634126 40.4634822180986))",129135,-80.20349,40.46811
"POLYGON ((-80.1974314438065 40.4637323723485,-80.1977582200876 40.4727347641237,-80.185970041142 40.4729837496781,-80.185644836985 40.4639813250726,-80.1974314438065 40.4637323723485))",130135,-80.19170,40.46836
"POLYGON ((-80.185644836985 40.4639813250726,-80.185970041142 40.4729837496781,-80.1741817753651 40.4732315335351,-80.173858143367 40.4642290762578,-80.185644836985 40.4639813250726))",131135,-80.17991,40.46861
"POLYGON ((-80.173858143367 40.4642290762578,-80.1741817753651 40.4732315335351,-80.1623934231761 40.4734781156817,-80.1620713633715 40.4644756258909,-80.173858143367 40.4642290762578))",132135,-80.16813,40.46885
"POLYGON ((-80.1620713633715 40.4644756258909,-80.1623934231761 40.4734781156817,-80.1506049849942 40.473723496105,-80.1502844974175 40.4647209739591,-80.1620713633715 40.4644756258909))",133135,-80.15634,40.46910
"POLYGON ((-80.1502844974175 40.4647209739591,-80.1506049849942 40.473723496105,-80.1388164612384 40.4739676747919,-80.138497545924 40.4649651204492,-80.1502844974175 40.4647209739591))",134135,-80.14455,40.46934
"POLYGON ((-80.138497545924 40.4649651204492,-80.1388164612384 40.4739676747919,-80.1270278523282 40.4742106517294,-80.12671050931 40.4652080653485,-80.138497545924 40.4649651204492))",135135,-80.13276,40.46959
"POLYGON ((-80.12671050931 40.4652080653485,-80.1270278523282 40.4742106517294,-80.1152391586826 40.4744524269049,-80.1149233879946 40.465449808644,-80.12671050931 40.4652080653485))",136135,-80.12098,40.46983
"POLYGON ((-80.1149233879946 40.465449808644,-80.1152391586826 40.4744524269049,-80.1034503807208 40.4746930003055,-80.1031361823967 40.4656903503231,-80.1149233879946 40.465449808644))",137135,-80.10919,40.47007
"POLYGON ((-80.1031361823967 40.4656903503231,-80.1034503807208 40.4746930003055,-80.0916615188622 40.4749323719185,-80.0913488929357 40.4659296903729,-80.1031361823967 40.4656903503231))",138135,-80.09740,40.47031
"POLYGON ((-80.0913488929357 40.4659296903729,-80.0916615188622 40.4749323719185,-80.0798725735259 40.4751705417312,-80.0795615200304 40.466167828781,-80.0913488929357 40.4659296903729))",139135,-80.08561,40.47055
"POLYGON ((-80.0795615200304 40.466167828781,-80.0798725735259 40.4751705417312,-80.0680835451314 40.4754075097312,-80.0677740641 40.4664047655346,-80.0795615200304 40.466167828781))",140135,-80.07382,40.47079
"POLYGON ((-80.0677740641 40.4664047655346,-80.0680835451314 40.4754075097312,-80.0562944340978 40.4756432759058,-80.0559865255637 40.4666405006213,-80.0677740641 40.4664047655346))",141135,-80.06203,40.47102
"POLYGON ((-80.0559865255637 40.4666405006213,-80.0562944340978 40.4756432759058,-80.0445052408445 40.4758778402426,-80.0441989048405 40.4668750340286,-80.0559865255637 40.4666405006213))",142135,-80.05025,40.47126
"POLYGON ((-80.0441989048405 40.4668750340286,-80.0445052408445 40.4758778402426,-80.0327159657909 40.4761112027292,-80.0324112023498 40.4671083657441,-80.0441989048405 40.4668750340286))",143135,-80.03846,40.47149
"POLYGON ((-80.0324112023498 40.4671083657441,-80.0327159657909 40.4761112027292,-80.0209266093563 40.4763433633534,-80.0206234185107 40.4673404957556,-80.0324112023498 40.4671083657441))",144135,-80.02667,40.47173
"POLYGON ((-80.0206234185107 40.4673404957556,-80.0209266093563 40.4763433633534,-80.00913717196 40.4765743221027,-80.0088355537423 40.4675714240506,-80.0206234185107 40.4673404957556))",145135,-80.01488,40.47196
"POLYGON ((-80.0088355537423 40.4675714240506,-80.00913717196 40.4765743221027,-79.9973476540215 40.4768040789651,-79.9970476084639 40.4678011506171,-80.0088355537423 40.4675714240506))",146135,-80.00309,40.47219
"POLYGON ((-79.9970476084639 40.4678011506171,-79.9973476540215 40.4768040789651,-79.9855580559601 40.4770326339284,-79.9852595830947 40.4680296754429,-79.9970476084639 40.4678011506171))",147135,-79.99130,40.47242
"POLYGON ((-79.9852595830947 40.4680296754429,-79.9855580559601 40.4770326339284,-79.9737683781953 40.4772599869805,-79.9734714780541 40.468256998516,-79.9852595830947 40.4680296754429))",148135,-79.97951,40.47264
"POLYGON ((-79.9734714780541 40.468256998516,-79.9737683781953 40.4772599869805,-79.9619786211466 40.4774861381094,-79.9616832937612 40.4684831198243,-79.9734714780541 40.468256998516))",149135,-79.96773,40.47287
"POLYGON ((-79.9616832937612 40.4684831198243,-79.9619786211466 40.4774861381094,-79.9501887852334 40.4777110873031,-79.9498950306354 40.4687080393558,-79.9616832937612 40.4684831198243))",150135,-79.95594,40.47310
"POLYGON ((-79.9498950306354 40.4687080393558,-79.9501887852334 40.4777110873031,-79.9383988708751 40.4779348345498,-79.9381066890959 40.4689317570988,-79.9498950306354 40.4687080393558))",151135,-79.94415,40.47332
"POLYGON ((-79.9381066890959 40.4689317570988,-79.9383988708751 40.4779348345498,-79.9266088784912 40.4781573798376,-79.9263182695621 40.4691542730414,-79.9381066890959 40.4689317570988))",152135,-79.93236,40.47354
"POLYGON ((-79.9263182695621 40.4691542730414,-79.9266088784912 40.4781573798376,-79.9148188085014 40.4783787231549,-79.9145297724534 40.4693755871718,-79.9263182695621 40.4691542730414))",153135,-79.92057,40.47377
"POLYGON ((-79.9145297724534 40.4693755871718,-79.9148188085014 40.4783787231549,-79.903028661325 40.4785988644899,-79.9027411981891 40.4695956994783,-79.9145297724534 40.4693755871718))",154135,-79.90878,40.47399
"POLYGON ((-79.9027411981891 40.4695956994783,-79.903028661325 40.4785988644899,-79.8912384373816 40.4788178038309,-79.8909525471885 40.4698146099493,-79.9027411981891 40.4695956994783))",155135,-79.89699,40.47421
"POLYGON ((-79.8909525471885 40.4698146099493,-79.8912384373816 40.4788178038309,-79.8794481370909 40.4790355411664,-79.8791638198711 40.4700323185733,-79.8909525471885 40.4698146099493))",156135,-79.88520,40.47443
"POLYGON ((-79.8791638198711 40.4700323185733,-79.8794481370909 40.4790355411664,-79.8676577608723 40.4792520764849,-79.8673750166562 40.4702488253387,-79.8791638198711 40.4700323185733))",157135,-79.87341,40.47464
"POLYGON ((-79.8673750166562 40.4702488253387,-79.8676577608723 40.4792520764849,-79.8558673091455 40.479467409775,-79.8555861379633 40.4704641302342,-79.8673750166562 40.4702488253387))",158135,-79.86162,40.47486
"POLYGON ((-79.8555861379633 40.4704641302342,-79.8558673091455 40.479467409775,-79.84407678233 40.4796815410253,-79.8437971842119 40.4706782332483,-79.8555861379633 40.4704641302342))",159135,-79.84983,40.47507
"POLYGON ((-79.8437971842119 40.4706782332483,-79.84407678233 40.4796815410253,-79.8322861808455 40.4798944702245,-79.8320081558213 40.4708911343696,-79.8437971842119 40.4706782332483))",160135,-79.83804,40.47529
"POLYGON ((-79.8320081558213 40.4708911343696,-79.8322861808455 40.4798944702245,-79.8204955051116 40.4801061973612,-79.820219053211 40.4711028335871,-79.8320081558213 40.4708911343696))",161135,-79.82625,40.47550
"POLYGON ((-79.820219053211 40.4711028335871,-79.8204955051116 40.4801061973612,-79.808704755548 40.4803167224244,-79.8084298768007 40.4713133308895,-79.820219053211 40.4711028335871))",162135,-79.81446,40.47571
"POLYGON ((-79.8084298768007 40.4713133308895,-79.808704755548 40.4803167224244,-79.7969139325744 40.4805260454029,-79.7966406270096 40.4715226262656,-79.8084298768007 40.4713133308895))",163135,-79.80267,40.47592
"POLYGON ((-79.7966406270096 40.4715226262656,-79.7969139325744 40.4805260454029,-79.7851230366104 40.4807341662857,-79.7848513042574 40.4717307197045,-79.7966406270096 40.4715226262656))",164135,-79.79088,40.47613
"POLYGON ((-79.7848513042574 40.4717307197045,-79.7851230366104 40.4807341662857,-79.7733320680757 40.4809410850617,-79.7730619089636 40.471937611195,-79.7848513042574 40.4717307197045))",165135,-79.77909,40.47634
"POLYGON ((-79.7730619089636 40.471937611195,-79.7733320680757 40.4809410850617,-79.7615410273901 40.4811468017201,-79.7612724415477 40.4721433007264,-79.7730619089636 40.471937611195))",166135,-79.76730,40.47654
"POLYGON ((-79.7612724415477 40.4721433007264,-79.7615410273901 40.4811468017201,-79.7497499149733 40.4813513162499,-79.7494829024294 40.4723477882877,-79.7612724415477 40.4721433007264))",167135,-79.75551,40.47675
"POLYGON ((-79.7494829024294 40.4723477882877,-79.7497499149733 40.4813513162499,-79.737958731245 40.4815546286403,-79.7376932920281 40.4725510738681,-79.7494829024294 40.4723477882877))",168135,-79.74372,40.47695
"POLYGON ((-79.7376932920281 40.4725510738681,-79.737958731245 40.4815546286403,-79.726167476625 40.4817567388807,-79.7259036107636 40.4727531574569,-79.7376932920281 40.4725510738681))",169135,-79.73193,40.47715
"POLYGON ((-79.7259036107636 40.4727531574569,-79.726167476625 40.4817567388807,-79.7143761515331 40.4819576469603,-79.7141138590553 40.4729540390434,-79.7259036107636 40.4727531574569))",170135,-79.72014,40.47736
"POLYGON ((-79.7141138590553 40.4729540390434,-79.7143761515331 40.4819576469603,-79.702584756389 40.4821573528685,-79.7023240373229 40.4731537186171,-79.7141138590553 40.4729540390434))",171135,-79.70835,40.47756
"POLYGON ((-79.7023240373229 40.4731537186171,-79.702584756389 40.4821573528685,-79.6907932916127 40.4823558565948,-79.690534145986 40.4733521961672,-79.7023240373229 40.4731537186171))",172135,-79.69656,40.47775
"POLYGON ((-79.690534145986 40.4733521961672,-79.6907932916127 40.4823558565948,-79.6790017576238 40.4825531581286,-79.6787441854645 40.4735494716834,-79.690534145986 40.4733521961672))",173135,-79.68477,40.47795
"POLYGON ((-80.3620859018989 40.4511189492313,-80.3624345910968 40.4601208801032,-80.3506492434076 40.4603866529627,-80.3503021254111 40.4513846870464,-80.3620859018989 40.4511189492313))",116136,-80.35637,40.45575
"POLYGON ((-80.3503021254111 40.4513846870464,-80.3506492434076 40.4603866529627,-80.3388638030583 40.4606512244731,-80.3385182563002 40.4516492236707,-80.3503021254111 40.4513846870464))",117136,-80.34458,40.45602
"POLYGON ((-80.3385182563002 40.4516492236707,-80.3388638030583 40.4606512244731,-80.3270782704677 40.4609145946205,-80.3267342949849 40.4519125590903,-80.3385182563002 40.4516492236707))",118136,-80.33280,40.45628
"POLYGON ((-80.3267342949849 40.4519125590903,-80.3270782704677 40.4609145946205,-80.3152926460543 40.461176763391,-80.3149502418836 40.4521746932914,-80.3267342949849 40.4519125590903))",119136,-80.32101,40.45654
"POLYGON ((-80.3149502418836 40.4521746932914,-80.3152926460543 40.461176763391,-80.303506930237 40.4614377307706,-80.303166097415 40.4524356262599,-80.3149502418836 40.4521746932914))",120136,-80.30923,40.45681
"POLYGON ((-80.303166097415 40.4524356262599,-80.303506930237 40.4614377307706,-80.2917211234345 40.4616974967457,-80.2913818619976 40.4526953579823,-80.303166097415 40.4524356262599))",121136,-80.29744,40.45707
"POLYGON ((-80.2913818619976 40.4526953579823,-80.2917211234345 40.4616974967457,-80.2799352260656 40.4619560613025,-80.27959753605 40.4529538884446,-80.2913818619976 40.4526953579823))",122136,-80.28566,40.45733
"POLYGON ((-80.27959753605 40.4529538884446,-80.2799352260656 40.4619560613025,-80.2681492385492 40.4622134244273,-80.267813119991 40.4532112176333,-80.27959753605 40.4529538884446))",123136,-80.27387,40.45758
"POLYGON ((-80.267813119991 40.4532112176333,-80.2681492385492 40.4622134244273,-80.256363161304 40.4624695861066,-80.2560286142391 40.4534673455349,-80.267813119991 40.4532112176333))",124136,-80.26209,40.45784
"POLYGON ((-80.2560286142391 40.4534673455349,-80.256363161304 40.4624695861066,-80.2445769947488 40.4627245463268,-80.244244019213 40.4537222721357,-80.2560286142391 40.4534673455349))",125136,-80.25030,40.45810
"POLYGON ((-80.244244019213 40.4537222721357,-80.2445769947488 40.4627245463268,-80.2327907393026 40.4629783050745,-80.2324593353314 40.4539759974223,-80.244244019213 40.4537222721357))",126136,-80.23852,40.45835
"POLYGON ((-80.2324593353314 40.4539759974223,-80.2327907393026 40.4629783050745,-80.2210043953843 40.4632308623362,-80.220674563013 40.4542285213813,-80.2324593353314 40.4539759974223))",127136,-80.22673,40.45860
"POLYGON ((-80.220674563013 40.4542285213813,-80.2210043953843 40.4632308623362,-80.2092179634126 40.4634822180986,-80.2088897026765 40.4544798439994,-80.220674563013 40.4542285213813))",128136,-80.21495,40.45886
"POLYGON ((-80.2088897026765 40.4544798439994,-80.2092179634126 40.4634822180986,-80.1974314438065 40.4637323723485,-80.1971047547408 40.4547299652633,-80.2088897026765 40.4544798439994))",129136,-80.20316,40.45911
"POLYGON ((-80.1971047547408 40.4547299652633,-80.1974314438065 40.4637323723485,-80.185644836985 40.4639813250726,-80.1853197196245 40.4549788851598,-80.1971047547408 40.4547299652633))",130136,-80.19138,40.45936
